"ID";"segment";"start";"end";"med_pit";"P5_pit";"P95_pit";"class";"N_syllables";"dur";"speed"
215014103;97;387.37;391.02;206.67;177.02;262.05;"patient";22;3.64999999999998;6.02739726027401
215014103;99;393.08;395.83;202.19;160.99;289.44;"patient";16;2.75;5.81818181818182
215014103;101;397.86;399.92;200.2;178.2;289.11;"patient";11;2.06;5.33980582524271
215014103;103;405.98;407.76;212.62;181.34;231.27;"patient";10;1.77999999999997;5.61797752808997
215014103;106;415.1;418.13;232.25;198.25;242.47;"patient";11;3.02999999999997;3.63036303630366
215014103;108;420.23;422.79;211.22;185.65;248.86;"patient";16;2.56;6.24999999999999
215014103;110;425.8;427.16;238.78;180.52;295.31;"patient";7;1.36000000000001;5.14705882352936
215014103;113;431.41;433.95;257.09;191.52;292.46;"patient";8;2.53999999999996;3.14960629921264
215014103;116;440.22;443.58;212.24;160.73;271.06;"patient";9;3.35999999999996;2.67857142857146
215014103;36;166.56;167.6;NA;NA;NA;"silence";NA;1.03999999999999;NA
215014103;2;11.4;19.31;225.08;167.98;281.96;"therapist";39;7.91;4.93046776232617
215014103;4;28.13;37.66;227.24;168.09;278.28;"therapist";54;9.53;5.66631689401889
215014103;6;40.34;45.82;202.35;173.55;240.47;"therapist";26;5.48;4.74452554744526
215014103;8;49.78;55.68;215.75;172.23;252.98;"therapist";26;5.9;4.40677966101695
215014103;10;62.34;65.98;207.37;179.79;324.62;"therapist";20;3.64;5.49450549450549
215014103;12;71.95;73.97;238.1;156.99;362.72;"therapist";10;2.02;4.95049504950496
215014103;14;80.9;91.07;229.13;180.13;301.62;"therapist";53;10.17;5.21140609636185
215014103;16;94.38;98.37;232.82;179.03;318.32;"therapist";22;3.99000000000001;5.51378446115287
215014103;18;102.54;106.46;240.98;181.22;325.3;"therapist";15;3.91999999999999;3.82653061224491
215014103;20;110.07;116.33;239.75;180.02;302.9;"therapist";36;6.26000000000001;5.75079872204472
215014103;22;119.13;124.13;236.11;200.32;313.06;"therapist";31;5;6.2
215014103;24;128.42;130.54;210.26;187.26;290.22;"therapist";12;2.12;5.66037735849055
215014103;26;134.24;140.85;214.17;185.19;338.6;"therapist";31;6.60999999999999;4.68986384266264
215014103;28;142.92;146.46;258.54;189.31;286.15;"therapist";19;3.54000000000002;5.36723163841805
215014103;30;149.48;151.65;240.96;218.62;321.96;"therapist";11;2.17000000000002;5.0691244239631
215014103;32;157.71;160.62;246.02;212.87;282.62;"therapist";11;2.91;3.78006872852234
215014103;34;161.84;164.93;196.21;166.01;224.98;"therapist";13;3.09;4.20711974110032
215014103;38;168.67;172.04;181.69;151.22;219.36;"therapist";14;3.37;4.15430267062314
215014103;40;173.33;179.83;183.92;155.31;209.79;"therapist";30;6.5;4.61538461538461
215014103;42;181.96;184.42;185.49;168.76;203.42;"therapist";13;2.45999999999998;5.2845528455285
215014103;44;186.47;190.93;197.41;166.38;272.08;"therapist";17;4.46000000000001;3.81165919282511
215014103;46;195.43;202.68;188.06;157.75;208.07;"therapist";30;7.25;4.13793103448276
215014103;48;205.72;209.58;189.8;162.05;242.64;"therapist";20;3.86000000000001;5.18134715025905
215014103;50;212;216.62;189.98;158.37;237.06;"therapist";24;4.62;5.19480519480519
215014103;52;219.45;223.84;192.14;161.92;227.26;"therapist";22;4.39000000000001;5.01138952164007
215014103;54;227.78;233.09;188.74;160.39;219.34;"therapist";28;5.31;5.27306967984934
215014103;56;236.63;240.98;190.03;157.75;236.87;"therapist";18;4.34999999999999;4.13793103448276
215014103;58;244.88;247.2;180.94;157.19;257.34;"therapist";11;2.31999999999999;4.74137931034484
215014103;61;251.77;254.54;201.65;168.16;249.92;"therapist";12;2.76999999999998;4.33212996389895
215014103;63;256.61;258.3;181.21;163.76;241.53;"therapist";9;1.69;5.32544378698226
215014103;65;267.97;272.07;190.42;166.3;234;"therapist";20;4.09999999999997;4.87804878048785
215014103;68;275.3;280.56;185.91;154.84;243.41;"therapist";22;5.25999999999999;4.18250950570343
215014103;70;286.17;291.61;197.93;164.14;238.16;"therapist";25;5.44;4.59558823529412
215014103;72;295.01;298.48;184.15;162.97;231.66;"therapist";18;3.47000000000003;5.18731988472618
215014103;74;305.58;311.28;178;155.51;252.45;"therapist";28;5.69999999999999;4.9122807017544
215014103;76;317.87;320.29;198.37;174.76;246.52;"therapist";14;2.42000000000002;5.78512396694211
215014103;78;325;329.57;183.98;161.88;217.27;"therapist";23;4.56999999999999;5.0328227571116
215014103;80;333.27;335.17;177.09;166.44;268.06;"therapist";11;1.90000000000003;5.78947368421042
215014103;82;340.3;342.25;214.28;177.23;249.29;"therapist";10;1.94999999999999;5.12820512820516
215014103;84;349.27;352.61;193.11;168.92;218.09;"therapist";17;3.34000000000003;5.08982035928139
215014103;86;355.85;360.43;189.05;166.56;237.59;"therapist";21;4.57999999999998;4.58515283842796
215014103;88;363.42;365.29;190.08;162.59;211;"therapist";9;1.87;4.81283422459892
215014103;90;367.94;369.57;197.68;166.41;212.09;"therapist";6;1.63;3.68098159509203
215014103;92;374.61;376.6;206.19;180.96;227.22;"therapist";9;1.99000000000001;4.52261306532661
215014103;94;378.55;381;183.71;160.96;230.53;"therapist";13;2.44999999999999;5.30612244897962
215014103;96;385.66;387.37;190.25;166.12;205.87;"therapist";8;1.70999999999998;4.67836257309947
215014103;98;391.02;393.08;190.79;163.55;222.23;"therapist";10;2.06;4.85436893203883
215014103;100;395.83;397.86;189.72;171.52;244.79;"therapist";10;2.03000000000003;4.92610837438416
215014103;102;399.92;405.98;211.95;170.3;233.14;"therapist";28;6.06;4.62046204620462
215014103;105;407.94;415.1;184.69;163.79;213.28;"therapist";32;7.16000000000003;4.46927374301674
215014103;107;418.13;420.23;202.42;160.61;227.64;"therapist";9;2.10000000000002;4.28571428571424
215014103;109;422.79;425.8;191.23;161.29;231.46;"therapist";12;3.00999999999999;3.98671096345516
215014103;112;427.46;431.41;208.85;170.35;230.68;"therapist";16;3.95000000000005;4.05063291139236
215014103;115;434.32;440.22;222.95;174.83;254.54;"therapist";25;5.90000000000003;4.2372881355932
